Source,Target
Harry Sullivan,Cyber-Leader (Revenge of the Cybermen)
Harry Sullivan,Cyberman
Harry Sullivan,Davros
Harry Sullivan,Field Major
Harry Sullivan,Fourth Doctor
Harry Sullivan,John Benton
Harry Sullivan,Kellman
Harry Sullivan,Kraal (species)
Harry Sullivan,Sarah Jane Smith
Harry Sullivan,Scientific Reform Society
Harry Sullivan,Styre
Harry Sullivan,Time Lord messenger (Genesis of the Daleks)
Harry Sullivan,Vorus
Harry Sullivan,Wirrn
Harvest ranger,Amy Pond
Harvest ranger,Cyril Arwell
Harvest ranger,Eleventh Doctor
Harvest ranger,Lily Arwell
Harvest ranger,Madge Arwell
Harvest ranger,Rory Williams
Hawthorne (The Beast Below),Amy Pond
Hawthorne (The Beast Below),Eleventh Doctor
Hawthorne (The Beast Below),Liz 10
Heather (The Pilot),Bill Potts
Heather (The Pilot),Cybermen
Heather (The Pilot),First Doctor
Heather (The Pilot),Nardole
Heather (The Pilot),Sentient oil
Heather (The Pilot),The Master
Heather (The Pilot),Twelfth Doctor
Heavenly Host,Alonso Frame
Heavenly Host,Astrid Peth
Heavenly Host,Copper (Voyage of the Damned)
Heavenly Host,Max Capricorn
Heavenly Host,Tenth Doctor
Heavenly Host,Wilfred Mott
Helen A,Ace
Helen A,Kandyman
Helen A,Seventh Doctor
Henry Avery,Amy Pond
Henry Avery,Eleventh Doctor
Henry Avery,Rory Williams
Henry Gordon Jago,Fourth Doctor
Henry Gordon Jago,George Litefoot
Henry Gordon Jago,Leela
Henry Gordon Jago,Li H'sen Chang
Henry Gordon Jago,Magnus Greel
Henry Gordon Jago,Mr Sin
Hepesh,Aggedor (The Curse of Peladon)
Hepesh,Alpha Centauri (The Curse of Peladon)
Hepesh,Amazonia
Hepesh,Arcturus (The Curse of Peladon)
Hepesh,Grun
Hepesh,Ice Warrior
Hepesh,Jo Grant
Hepesh,Peladon of Peladon
Hepesh,Third Doctor
Hieronymous (The Masque of Mandragora),Federico
Hieronymous (The Masque of Mandragora),Fourth Doctor
Hieronymous (The Masque of Mandragora),Mandragora Helix
Hieronymous (The Masque of Mandragora),Sarah Jane Smith
High Priestess (The Fires of Pompeii),Donna Noble
High Priestess (The Fires of Pompeii),Tenth Doctor
Hindle,Adric
Hindle,Dukkha
Hindle,Fifth Doctor
Hindle,Mara
Hindle,Nyssa
Hindle,Tegan Jovanka
House (The Doctor's Wife),Amy Pond
House (The Doctor's Wife),Eleventh Doctor
House (The Doctor's Wife),Idris
House (The Doctor's Wife),Rory Williams
House (The Doctor's Wife),The Doctor's TARDIS
Hydroflax,Nardole
Hydroflax,River Song
Hydroflax,Twelfth Doctor
Ian Chesterton,Animus
Ian Chesterton,Barbara Wright
Ian Chesterton,Bennett (The Rescue)
Ian Chesterton,Black Dalek Leader
Ian Chesterton,City Administrator (The Sensorites)
Ian Chesterton,Commander (The Sensorites)
Ian Chesterton,Dalek
Ian Chesterton,El Akir
Ian Chesterton,First Doctor
Ian Chesterton,Forester (Planet of Giants)
Ian Chesterton,Kal
Ian Chesterton,Léon Colbert
Ian Chesterton,Marco Polo
Ian Chesterton,Maximilien Robespierre
Ian Chesterton,Mechonoid
Ian Chesterton,Morok
Ian Chesterton,Napoléon Bonaparte
Ian Chesterton,Nero
Ian Chesterton,Steven Taylor
Ian Chesterton,Supreme Controller (The Dalek Invasion of Earth)
Ian Chesterton,Susan Foreman
Ian Chesterton,Tegana
Ian Chesterton,Tlotoxl
Ian Chesterton,Vicki Pallister
Ian Chesterton,Yartek
Ian Gilmore,Ace
Ian Gilmore,Allison Williams
Ian Gilmore,Black Dalek Leader
Ian Gilmore,Davros
Ian Gilmore,Rachel Jensen
Ian Gilmore,Seventh Doctor
Ianto Jones,Dalek Caan
Ianto Jones,Davros
Ianto Jones,Donna Noble
Ianto Jones,Francine Jones
Ianto Jones,Gwen Cooper
Ianto Jones,Harriet Jones
Ianto Jones,Jack Harkness
Ianto Jones,Jackie Tyler
Ianto Jones,K9 Mark IV
Ianto Jones,Luke Smith
Ianto Jones,Martha Jones
Ianto Jones,Mickey Smith
Ianto Jones,Mr Smith
Ianto Jones,Rose Tyler
Ianto Jones,Sarah Jane Smith
Ianto Jones,Supreme Dalek (The Stolen Earth)
Ianto Jones,Sylvia Noble
Ianto Jones,Tenth Doctor
Ianto Jones,Tenth Doctor (Journey's End)
Ianto Jones,Wilfred Mott
Ice Lord,Aggedor (The Curse of Peladon)
Ice Lord,Alpha Centauri (The Curse of Peladon)
Ice Lord,Azaxyr
Ice Lord,Eckersley
Ice Lord,Ettis
Ice Lord,Ice Warrior
Ice Lord,Sarah Jane Smith
Ice Lord,Third Doctor
Ice Warrior,Aggedor (The Curse of Peladon)
Ice Warrior,Alpha Centauri (The Curse of Peladon)
Ice Warrior,Amazonia
Ice Warrior,Arcturus (The Curse of Peladon)
Ice Warrior,Azaxyr
Ice Warrior,Bill Potts
Ice Warrior,Eckersley
Ice Warrior,Ettis
Ice Warrior,Grun
Ice Warrior,Hepesh
Ice Warrior,Ice Lord
Ice Warrior,Jo Grant
Ice Warrior,Neville Catchlove
Ice Warrior,Peladon of Peladon
Ice Warrior,Sarah Jane Smith
Ice Warrior,The Master
Ice Warrior,Third Doctor
Ice Warrior,Twelfth Doctor
Icthar,Fifth Doctor
Icthar,Tegan Jovanka
Icthar,Vislor Turlough
Idris,Amy Pond
Idris,Eleventh Doctor
Idris,House (The Doctor's Wife)
Idris,Rory Williams
Idris,The Doctor's TARDIS
Ike Clanton,Billy Clanton
Ike Clanton,Dodo Chaplet
Ike Clanton,First Doctor
Ike Clanton,Johnny Ringo
Ike Clanton,Pa Clanton
Ike Clanton,Phineas Clanton
Ike Clanton,Seth Harper
Ike Clanton,Steven Taylor
Ike Clanton,Template:Disputed
Ingiger,A. H. Millington
Ingiger,Ace
Ingiger,Fenric
Ingiger,Haemovore
Ingiger,Seventh Doctor
Irongron,Commander
Irongron,Linx
Irongron,Sarah Jane Smith
Irongron,The Brigadier
Irongron,Third Doctor
Isobel Watkins,Alistair Gordon Lethbridge-Stewart
Isobel Watkins,Cyber-Director
Isobel Watkins,Jack Tracy
Isobel Watkins,Jamie McCrimmon
Isobel Watkins,John Benton
Isobel Watkins,Second Doctor
Isobel Watkins,Tobias Vaughn
Isobel Watkins,Zoe Heriot
Jac (The Magician's Apprentice),Bonnie (The Zygon Invasion)
Jac (The Magician's Apprentice),Kate Stewart
Jac (The Magician's Apprentice),Petronella Osgood
Jac (The Magician's Apprentice),Twelfth Doctor
Jack Harkness,Alonso Frame
Jack Harkness,Bad Wolf (entity)
Jack Harkness,Blon Fel-Fotch Passameer-Day Slitheen
Jack Harkness,Clive Jones
Jack Harkness,Dalek Caan
Jack Harkness,Dalek Emperor in the Last Great Time War
Jack Harkness,Dalek of human origin
Jack Harkness,Davros
Jack Harkness,Donna Noble
Jack Harkness,Eleventh Doctor
Jack Harkness,Empty Child
Jack Harkness,Francine Jones
Jack Harkness,Futurekind
Jack Harkness,Gat
Jack Harkness,Graham O'Brien
Jack Harkness,Gwen Cooper
Jack Harkness,Harriet Jones
Jack Harkness,Ianto Jones
Jack Harkness,Jack Robertson
Jack Harkness,Jackie Tyler
Jack Harkness,K9 Mark IV
Jack Harkness,Leo Jones
Jack Harkness,Luke Smith
Jack Harkness,Lynda Moss
Jack Harkness,Martha Jones
Jack Harkness,Mickey Smith
Jack Harkness,Mr Smith
Jack Harkness,Ninth Doctor
Jack Harkness,Ood Sigma
Jack Harkness,Pol-Kon-Don
Jack Harkness,Rassilon
Jack Harkness,Reconnaissance Dalek
Jack Harkness,Rose Tyler
Jack Harkness,Ryan Sinclair
Jack Harkness,Sarah Jane Smith
Jack Harkness,Supreme Dalek (The Stolen Earth)
Jack Harkness,Sylvia Noble
Jack Harkness,Tenth Doctor
Jack Harkness,Tenth Doctor (Journey's End)
Jack Harkness,The Doctor (Fugitive of the Judoon)
Jack Harkness,The Master
Jack Harkness,Thirteenth Doctor
Jack Harkness,Tish Jones
Jack Harkness,Weeping Angel
Jack Harkness,Wilfred Mott
Jack Harkness,Yasmin Khan
Jack Robertson,Giant spider (Arachnids in the UK)
Jack Robertson,Grace O'Brien
Jack Robertson,Graham O'Brien
Jack Robertson,Hakim Khan
Jack Robertson,Jack Harkness
Jack Robertson,Najia Khan
Jack Robertson,Reconnaissance Dalek
Jack Robertson,Ryan Sinclair
Jack Robertson,Sonya Khan
Jack Robertson,Thirteenth Doctor
Jack Robertson,Yasmin Khan
Jack Tracy,Alistair Gordon Lethbridge-Stewart
Jack Tracy,Cyber-Director
Jack Tracy,Isobel Watkins
Jack Tracy,Jamie McCrimmon
Jack Tracy,John Benton
Jack Tracy,Second Doctor
Jack Tracy,Tobias Vaughn
Jack Tracy,Zoe Heriot
Jackie Tyler,Abzorbaloff
Jackie Tyler,Alonso Frame
Jackie Tyler,Bad Wolf (entity)
Jackie Tyler,Casp
Jackie Tyler,Cassandra O'Brien.Δ17
Jackie Tyler,Clive Finch
Jackie Tyler,Cyber-Leader One
Jackie Tyler,Dalek Caan
Jackie Tyler,Dalek Emperor in the Last Great Time War
Jackie Tyler,Dalek Sec
Jackie Tyler,Davros
Jackie Tyler,Donna Noble
Jackie Tyler,Eleventh Doctor
Jackie Tyler,Face of Boe
Jackie Tyler,Francine Jones
Jackie Tyler,Gwen Cooper
Jackie Tyler,Harriet Jones
Jackie Tyler,Ianto Jones
Jackie Tyler,Jack Harkness
Jackie Tyler,Jake Simmonds
Jackie Tyler,Jocrassa Fel-Fotch Passameer-Day Slitheen
Jackie Tyler,John Lumic
Jackie Tyler,K9 Mark IV
Jackie Tyler,Luke Smith
Jackie Tyler,Lynda Moss
Jackie Tyler,Martha Jones
Jackie Tyler,Matron
Jackie Tyler,Mickey Smith
Jackie Tyler,Mr Smith
Jackie Tyler,Nestene Consciousness
Jackie Tyler,Ninth Doctor
Jackie Tyler,Ood Sigma
Jackie Tyler,Pete Tyler
Jackie Tyler,Pete Tyler (Pete's World)
Jackie Tyler,Rassilon
Jackie Tyler,Reaper
Jackie Tyler,Ricky Smith
Jackie Tyler,Rose Tyler
Jackie Tyler,Sarah Jane Smith
Jackie Tyler,Supreme Dalek (The Stolen Earth)
Jackie Tyler,Sycorax leader
Jackie Tyler,Sylvia Noble
Jackie Tyler,Tenth Doctor
Jackie Tyler,Tenth Doctor (Journey's End)
Jackie Tyler,The Master
Jackie Tyler,Toshiko Sato
Jackie Tyler,Wilfred Mott
Jackie Tyler,Yvonne Hartman
Jackie Tyler (Pete's World),Cybermen
Jackie Tyler (Pete's World),Jake Simmonds
Jackie Tyler (Pete's World),John Lumic
Jackie Tyler (Pete's World),Mickey Smith
Jackie Tyler (Pete's World),Pete Tyler (Pete's World)
Jackie Tyler (Pete's World),Ricky Smith
Jackie Tyler (Pete's World),Rose Tyler
Jackie Tyler (Pete's World),Tenth Doctor
Jackson Lake,Mercy Hartigan
Jackson Lake,Rosita Farisi
Jackson Lake,Tenth Doctor
Jaeger (The Mutants),Jo Grant
Jaeger (The Mutants),Marshal of Solos
Jaeger (The Mutants),Third Doctor
Jake Simmonds,Cybermen
Jake Simmonds,Dalek Sec
Jake Simmonds,Donna Noble
Jake Simmonds,Jackie Tyler
Jake Simmonds,Jackie Tyler (Pete's World)
Jake Simmonds,John Lumic
Jake Simmonds,Mickey Smith
Jake Simmonds,Pete Tyler (Pete's World)
Jake Simmonds,Ricky Smith
Jake Simmonds,Rose Tyler
Jake Simmonds,Tenth Doctor
Jake Simmonds,Yvonne Hartman
James I,Graham O'Brien
James I,Morax Queen
James I,Ryan Sinclair
James I,Thirteenth Doctor
James I,Yasmin Khan
Jamie McCrimmon,Alistair Gordon Lethbridge-Stewart
Jamie McCrimmon,Ben Jackson
Jamie McCrimmon,Chameleon (humanoid)
Jamie McCrimmon,Chessene of the Franzine Grig
Jamie McCrimmon,Cyber-Controller (The Tomb of the Cybermen)
Jamie McCrimmon,Cyber-Director
Jamie McCrimmon,Cyber-Planner (The Wheel in Space)
Jamie McCrimmon,CyberTelosian
Jamie McCrimmon,Cyberman
Jamie McCrimmon,Dalek Prime
Jamie McCrimmon,Edward Travers
Jamie McCrimmon,Eelek
Jamie McCrimmon,Eric Klieg
Jamie McCrimmon,Great Intelligence
Jamie McCrimmon,Grey (The Highlanders)
Jamie McCrimmon,Isobel Watkins
Jamie McCrimmon,Jack Tracy
Jamie McCrimmon,Jennifer Buckingham
Jamie McCrimmon,Jeremy Carstairs
Jamie McCrimmon,John Benton
Jamie McCrimmon,Kaftan
Jamie McCrimmon,Karkus
Jamie McCrimmon,Kroton (species)
Jamie McCrimmon,Macra
Jamie McCrimmon,Master Brain
Jamie McCrimmon,Master of the Land
Jamie McCrimmon,Maurice Caven
Jamie McCrimmon,Padmasambhava
Jamie McCrimmon,Peri Brown
Jamie McCrimmon,Peter Haydon
Jamie McCrimmon,Polly Wright
Jamie McCrimmon,Quark
Jamie McCrimmon,Rago
Jamie McCrimmon,Ramón Salamander
Jamie McCrimmon,Rapunzel
Jamie McCrimmon,Second Doctor
Jamie McCrimmon,Shockeye of the Quawncing Grig
Jamie McCrimmon,Sixth Doctor
Jamie McCrimmon,Slaar
Jamie McCrimmon,Sontaran
Jamie McCrimmon,The Director (The Faceless Ones)
Jamie McCrimmon,The War Chief
Jamie McCrimmon,Thonmi
Jamie McCrimmon,Toba
Jamie McCrimmon,Tobias Vaughn
Jamie McCrimmon,Varga
Jamie McCrimmon,Victoria Waterfield
Jamie McCrimmon,War Lord
Jamie McCrimmon,Weed creature
Jamie McCrimmon,Zaroff
Jamie McCrimmon,Zoe Heriot
Jane Blythe (The Sea Devils),Jo Grant
Jane Blythe (The Sea Devils),John Hart (The Sea Devils)
Jane Blythe (The Sea Devils),Sea Devil
Jane Blythe (The Sea Devils),The Master
Jane Blythe (The Sea Devils),Third Doctor
Jane Hampden,Fifth Doctor
Jane Hampden,George Hutchinson
Jane Hampden,Malus
Jane Hampden,Tegan Jovanka
Jane Hampden,Vislor Turlough
Jane Hampden,Will Chandler
Janley,Ben Jackson
Janley,Bragen
Janley,Dalek
Janley,Polly Wright
Janley,Second Doctor
Jeanne-Antoinette Poisson,Clockwork Droid
Jeanne-Antoinette Poisson,Control node (The Girl in the Fireplace)
Jeanne-Antoinette Poisson,Mickey Smith
Jeanne-Antoinette Poisson,Rose Tyler
Jeanne-Antoinette Poisson,Tenth Doctor
Jeff Garvey,Black Dalek Leader
Jennifer Buckingham,Jamie McCrimmon
Jennifer Buckingham,Jeremy Carstairs
Jennifer Buckingham,Second Doctor
Jennifer Buckingham,The War Chief
Jennifer Buckingham,War Lord
Jennifer Buckingham,Zoe Heriot
Jennifer Lucas (Ganger),Amy Pond
Jennifer Lucas (Ganger),Eleventh Doctor
Jennifer Lucas (Ganger),Eleventh Doctor (Ganger)
Jennifer Lucas (Ganger),Rory Williams
Jenny (The Doctor's Daughter),Cobb (The Doctor's Daughter)
Jenny (The Doctor's Daughter),Donna Noble
Jenny (The Doctor's Daughter),Martha Jones
Jenny (The Doctor's Daughter),Tenth Doctor
Jenny Flint,Eleventh Doctor
Jenny Flint,Strax
Jenny Flint,Vastra
Jeremy Carstairs,Jamie McCrimmon
Jeremy Carstairs,Jennifer Buckingham
Jeremy Carstairs,Second Doctor
Jeremy Carstairs,The War Chief
Jeremy Carstairs,War Lord
Jeremy Carstairs,Zoe Heriot
Jimmy Stalkingwolf,Azlok
Jimmy Stalkingwolf,Cassie Rice
Jimmy Stalkingwolf,Lord
Jimmy Stalkingwolf,Tenth Doctor
Jo Grant,Aggedor (The Curse of Peladon)
Jo Grant,Alpha Centauri (The Curse of Peladon)
Jo Grant,Amazonia
Jo Grant,Arcturus (The Curse of Peladon)
Jo Grant,Arthur Linwood
Jo Grant,Axos
Jo Grant,Azal
Jo Grant,BOSS
Jo Grant,Carol Bell
Jo Grant,Chancellor (The Three Doctors)
Jo Grant,Charles Kettering
Jo Grant,Clifford Jones
Jo Grant,Dalek Supreme (Planet of the Daleks)
Jo Grant,Dent (Colony in Space)
Jo Grant,Drashig
Jo Grant,Dæmon
Jo Grant,First Doctor
Jo Grant,George Patrick Barnham
Jo Grant,Giant maggot
Jo Grant,Gold Dalek (Day of the Daleks)
Jo Grant,Grun
Jo Grant,Harry Mailer
Jo Grant,Hepesh
Jo Grant,Ice Warrior
Jo Grant,Jaeger (The Mutants)
Jo Grant,Jane Blythe (The Sea Devils)
Jo Grant,John Benton
Jo Grant,John Hart (The Sea Devils)
Jo Grant,Kalik
Jo Grant,Keller Machine
Jo Grant,Kronos
Jo Grant,Mark Elgin
Jo Grant,Marshal of Solos
Jo Grant,Mike Yates
Jo Grant,Minotaur
Jo Grant,Nestene Consciousness
Jo Grant,Olive Hawthorne
Jo Grant,Omega
Jo Grant,Palmer (The Three Doctors)
Jo Grant,Peladon of Peladon
Jo Grant,President (The Three Doctors)
Jo Grant,Roland Summers
Jo Grant,Sea Devil
Jo Grant,Second Doctor
Jo Grant,Stevens
Jo Grant,Stuart Hyde
Jo Grant,The Brigadier
Jo Grant,The Master
Jo Grant,Third Doctor
Jo Grant,Time Lord (The Three Doctors)
Jo Grant,Time Lord messenger
Jo Grant,Tom Osgood
Jocrassa Fel-Fotch Passameer-Day Slitheen,Harriet Jones
Jocrassa Fel-Fotch Passameer-Day Slitheen,Jackie Tyler
Jocrassa Fel-Fotch Passameer-Day Slitheen,Mickey Smith
Jocrassa Fel-Fotch Passameer-Day Slitheen,Ninth Doctor
Jocrassa Fel-Fotch Passameer-Day Slitheen,Rose Tyler
Jocrassa Fel-Fotch Passameer-Day Slitheen,Toshiko Sato
John (Knock Knock),Bill Potts
John (Knock Knock),Nardole
John (Knock Knock),Twelfth Doctor
John Benton,Alastair Lethbridge-Stewart
John Benton,Alistair Gordon Lethbridge-Stewart
John Benton,Arthur Linwood
John Benton,Axos
John Benton,Azal
John Benton,BOSS
John Benton,Broton
John Benton,Bruno Taltalian
John Benton,Butler (Invasion of the Dinosaurs)
John Benton,Carol Bell
John Benton,Carrington (The Ambassadors of Death)
John Benton,Chancellor (The Three Doctors)
John Benton,Charles Grover
John Benton,Charles Kettering
John Benton,Clifford Jones
John Benton,Collinson
John Benton,Cyber-Director
John Benton,Dæmon
John Benton,Eight Legs
John Benton,Eric Stahlman
John Benton,Finch (Invasion of the Dinosaurs)
John Benton,First Doctor
John Benton,Fourth Doctor
John Benton,George Patrick Barnham
John Benton,Giant maggot
John Benton,Gold Dalek (Day of the Daleks)
John Benton,Greg Sutton
John Benton,Harry Mailer
John Benton,Harry Sullivan
John Benton,Isobel Watkins
John Benton,Jack Tracy
John Benton,Jamie McCrimmon
John Benton,Jo Grant
John Benton,K'anpo Rimpoche
John Benton,Keith Gold
John Benton,Keller Machine
John Benton,Kraal (species)
John Benton,Kronos
John Benton,Liz Shaw
John Benton,Lupton
John Benton,Mark Elgin
John Benton,Mike Yates
John Benton,Minotaur
John Benton,Nestene Consciousness
John Benton,Olive Hawthorne
John Benton,Omega
John Benton,Palmer (The Three Doctors)
John Benton,Petra Williams
John Benton,President (The Three Doctors)
John Benton,Reegan
John Benton,Roland Summers
John Benton,Sarah Jane Smith
John Benton,Second Doctor
John Benton,Stevens
John Benton,Stuart Hyde
John Benton,The Brigadier
John Benton,The Great One (Planet of the Spiders)
John Benton,The Master
John Benton,Third Doctor
John Benton,Time Lord (The Three Doctors)
John Benton,Time Lord messenger
John Benton,Tobias Vaughn
John Benton,Tom Osgood
John Benton,Whitaker (Invasion of the Dinosaurs)
John Benton,Zoe Heriot
John Hart (The Sea Devils),Jane Blythe (The Sea Devils)
John Hart (The Sea Devils),Jo Grant
John Hart (The Sea Devils),Sea Devil
John Hart (The Sea Devils),The Master
John Hart (The Sea Devils),Third Doctor
John Lumic,Cyberman
John Lumic,Cyberman (Pete's World)
John Lumic,Cybermen
John Lumic,Jackie Tyler
John Lumic,Jackie Tyler (Pete's World)
John Lumic,Jake Simmonds
John Lumic,Mickey Smith
John Lumic,Pete Tyler (Pete's World)
John Lumic,Ricky Smith
John Lumic,Rose Tyler
John Lumic,Tenth Doctor
John Polidori,Ashad
John Polidori,George Gordon Byron
John Polidori,Graham O'Brien
John Polidori,Mary Shelley
John Polidori,Percy Shelley
John Polidori,Ryan Sinclair
John Polidori,Thirteenth Doctor
John Polidori,Yasmin Khan
John Riddell,Amy Pond
John Riddell,Brian Williams (Dinosaurs on a Spaceship)
John Riddell,Eleventh Doctor
John Riddell,Nefertiti
John Riddell,Rory Williams
John Riddell,Solomon (Dinosaurs on a Spaceship)
Johnny Ringo,Billy Clanton
Johnny Ringo,Dodo Chaplet
Johnny Ringo,First Doctor
Johnny Ringo,Ike Clanton
Johnny Ringo,Pa Clanton
Johnny Ringo,Phineas Clanton
Johnny Ringo,Seth Harper
Johnny Ringo,Steven Taylor
Johnny Ringo,Template:Disputed
Josiah Samuel Smith,Ace
Josiah Samuel Smith,Light (Ghost Light)
Josiah Samuel Smith,Seventh Doctor
Journey Blue,Clara Oswald
Journey Blue,Dalek
Journey Blue,Danny Pink
Journey Blue,Frank Armitage
Journey Blue,Rusty (Into the Dalek)
Journey Blue,The Master
Journey Blue,Twelfth Doctor
Julius Grayle,Amy Pond
Julius Grayle,Eleventh Doctor
Julius Grayle,River Song
Julius Grayle,Rory Williams
Julius Grayle,Weeping Angel
K'anpo Rimpoche,Eight Legs
K'anpo Rimpoche,Fourth Doctor
K'anpo Rimpoche,John Benton
K'anpo Rimpoche,Lupton
K'anpo Rimpoche,Mike Yates
K'anpo Rimpoche,Sarah Jane Smith
K'anpo Rimpoche,The Brigadier
K'anpo Rimpoche,The Great One (Planet of the Spiders)
K'anpo Rimpoche,Third Doctor
K9 (Storm in a Tikka) (page does not exist),Ace
K9 (Storm in a Tikka) (page does not exist),Fifth Doctor
K9 (Storm in a Tikka) (page does not exist),Fourth Doctor
K9 (Storm in a Tikka) (page does not exist),Leela
K9 (Storm in a Tikka) (page does not exist),Liz Shaw
K9 (Storm in a Tikka) (page does not exist),Melanie Bush
K9 (Storm in a Tikka) (page does not exist),Mike Yates
K9 (Storm in a Tikka) (page does not exist),Nyssa
K9 (Storm in a Tikka) (page does not exist),Peri Brown
K9 (Storm in a Tikka) (page does not exist),Romana II
K9 (Storm in a Tikka) (page does not exist),Sarah Jane Smith
K9 (Storm in a Tikka) (page does not exist),Seventh Doctor
K9 (Storm in a Tikka) (page does not exist),Sixth Doctor
K9 (Storm in a Tikka) (page does not exist),Susan Foreman
K9 (Storm in a Tikka) (page does not exist),The Brigadier
K9 (Storm in a Tikka) (page does not exist),The Rani
K9 (Storm in a Tikka) (page does not exist),Third Doctor
K9 (Storm in a Tikka) (page does not exist),Victoria Waterfield
K9 Mark I,Commander
K9 Mark I,Fendahl
K9 Mark I,Fourth Doctor
K9 Mark I,Hade
K9 Mark I,Leela
K9 Mark I,Maximillian Stael
K9 Mark I,Oracle (Underworld)
K9 Mark I,Seer
K9 Mark I,Stor
K9 Mark I,The Collector
K9 Mark I,The Nucleus
K9 Mark I,The Swarm (The Invisible Enemy)
K9 Mark I,Vardan
K9 Mark II,Adrasta
K9 Mark II,Adric
K9 Mark II,Astra of Atrios
K9 Mark II,Black Guardian
K9 Mark II,Cessair of Diplos
K9 Mark II,Chris Parsons
K9 Mark II,Chronotis
K9 Mark II,Clare Keightley
K9 Mark II,Dalek
K9 Mark II,Davros
K9 Mark II,Drax
K9 Mark II,Dymond
K9 Mark II,Eighth Doctor
K9 Mark II,Fourth Doctor
K9 Mark II,Gaztak
K9 Mark II,Graff Vynda-K
K9 Mark II,Grendel of Gracht
K9 Mark II,Grugger
K9 Mark II,King Vampire
K9 Mark II,Mandrel
K9 Mark II,Marshal of Atrios
K9 Mark II,Marshman
K9 Mark II,Meglos
K9 Mark II,Movellan
K9 Mark II,Nimon
K9 Mark II,Ogri
K9 Mark II,Pangol
K9 Mark II,Romana I
K9 Mark II,Romana II
K9 Mark II,Rorvik
K9 Mark II,Skagra
K9 Mark II,Soldeed
K9 Mark II,The Captain
K9 Mark II,The Shadow
K9 Mark II,Three Who Rule
K9 Mark II,Tryst
K9 Mark II,West Lodge
K9 Mark II,White Guardian
K9 Mark II,Xanxia
K9 Mark III,Alistair Gordon Lethbridge-Stewart
K9 Mark III,Borusa
K9 Mark III,Fifth Doctor
K9 Mark III,First Doctor
K9 Mark III,Fourth Doctor
K9 Mark III,K9 Mark IV
K9 Mark III,Lassar
K9 Mark III,Lord President
K9 Mark III,Mickey Smith
K9 Mark III,Rassilon
K9 Mark III,Romana II
K9 Mark III,Rose Tyler
K9 Mark III,Sarah Jane Smith
K9 Mark III,Second Doctor
K9 Mark III,Susan Foreman
K9 Mark III,Tegan Jovanka
K9 Mark III,Tenth Doctor
K9 Mark III,The Master
K9 Mark III,Third Doctor
K9 Mark III,Vislor Turlough
K9 Mark IV,Dalek Caan
K9 Mark IV,Davros
K9 Mark IV,Donna Noble
K9 Mark IV,Francine Jones
K9 Mark IV,Gwen Cooper
K9 Mark IV,Ianto Jones
K9 Mark IV,Jack Harkness
K9 Mark IV,Jackie Tyler
K9 Mark IV,K9 Mark III
K9 Mark IV,Lassar
K9 Mark IV,Luke Smith
